state,homeStatus,bedrooms,bathrooms,price,yearBuilt,lotSize,propertyTaxRate,description,propertyTypeDimension
KY,FOR_SALE,3.0,3.0,366090,2024,3920.0,0.93,"New Construction by Fischer Homes in the beautiful Tuscany community with the Wembley plan!  This lovely paired patio home offers a stunning kitchen with pantry, upgraded cabinetry and quartz countertops. Kitchen expands to central, open dining room and family room and walk-out access to the back deck. First floor primary suite with attached private bath and walk-in closet. Second bedroom and full bath on first floor. First floor laundry room. Finished basement with third bedroom, full bath and large finished living space with walk out access to the back patio. Attached two car garage.",Multi Family
KY,FOR_SALE,,,3100000,2023,21344.0,0.62,"20 units for sale in Keystone Commons (buildings 17, 18, 19), all built in 2023. 2159 and 2167 Prospector Ct consist on two 8plexes and one 4plex. All units are currently leased and are income producing. The 8plexes are 2 bedroom/2 bathrooms and the 4plex is 1 bedroom/1bathroom. Each unit has LVT flooring throughout, shaker cabinets, granite surfaces in all wet areas and washer/dryer connections. Water and trash are included in the rent, all other utilities are paid by the tenants. All units must be sold together. DO NOT DISTURB TENANTS. All offers can be contingent upon viewing the property and viewing will only occur after an offer is accepted. Call Andy to discuss.",Multi Family
KY,FOR_SALE,4.0,4.0,240000,2023,5881.0,0.73,"Attention investors and homebuyers who don't want to pay their own mortgage! Live in one unit and rent the other or rent 2 whole units for door money. This like-new duplex is on walkable Broadway in downtown Irvin. What's special about this duplex is the walkability, updated modern interior and spacious yard. Just 2 miles from the hospital and various employers each unit is 2 bedrooms and 2 bathrooms with an open concept living room and kitchen. The flooring is beautiful and durable vinyl plank. The appliances are stainless steel each unit comes fully equipped, immediately ready for tenants. There is ample parking for tenants and guests. The porches are cozy and the vast green space offers endless possibilities. A 2023 storage building is 17x20' is currently being used by the landlord but could bring additional rent. 277 Broadway Street is also for sale.",Multi Family
KY,FOR_SALE,,0.0,645000,2019,87120.0,0.76,"Come check out this luxurious newer built investment property. Definitely a rare find! This well maintained , low maintenance set of 3 duplexs are 2 bedroom 1 bath. When you step inside you will see how well kept they are. With oak cabinets and lvp flooring they are move in ready! They also have utility rooms with washer dryer hookups and each apartment is already wire for wireless internet. All master bedrooms have a spacious walk-in closet!  All of this sitting on roughly 2 acres. Will be surveyed before closing. The large parking lot is great for your tenants and plenty of room to even build more. All of this in a country setting just 5 minutes from downtown Barbourville. Come see for yourself!",Multi Family
KY,FOR_SALE,2.0,2.0,316840,2024,5227.0,0.93,"New Construction by Fischer Homes in the beautiful Tuscany community featuring the plan! This lovely paired patio home features a stunning kitchen with pantry, lots of cabinet space and granite countertops, open to the central dining room and family room with walk out access to the back patio. Private owners suite with attached private bath and walk-in closet. Additional bedroom and hall bath.  Attached two car garage.",Multi Family
KY,FOR_SALE,5.0,6.0,1599999,2024,28314.0,0.62,"Excellent 8-plex investment opportunity in a desirable area! These stunning 2 and 3-bedroom condos feature low-maintenance luxury vinyl plank flooring, stainless steel kitchen appliances, and elegant granite countertops. With close proximity to the parkway and interstate, these condos offer the perfect location in Bowling Green for effortless travel and daily commutes. Call for your showing today.",Multi Family
KY,FOR_SALE,3.0,3.0,330000,2021,,0.93,"Welcome to this stunning newly renovated townhouse, which has been renovated from a 2-bedroom to a 3-bedroom, 2.5-bath townhouse with a 2-car garage in Tuscany! With new carpet, fresh paint, and crown molding, this home feels like new.  The main floor features LVP flooring, stainless steel appliances, upgraded 42-inch cabinets, granite countertops, recessed lighting, 9-foot ceilings, custom blinds, and a spacious walk-in pantry. Upstairs, enjoy a versatile loft, laundry room, and utility closet for added storage. The primary suite boasts 9-foot ceilings, a huge walk-in closet, and a luxurious ensuite bath with a walk-in shower, double-sink vanity, and private toilet room. HOA covers roof maintenance, gutters, siding, snow removal, landscaping, and access to fantastic community amenities like a pool, fitness center, and clubhouse. Don't miss out and schedule your viewing today! Owner/Agent.",Multi Family
KY,FOR_SALE,2.0,2.0,1250000,2024,25264.0,0.62,,Multi Family
KY,FOR_SALE,3.0,3.0,319000,2018,4791.0,0.84,"No Step Living. Imaculate Ranch. Are you tired of mowing your yard? This paired patio home HOA covers lawn care & snow removal. Once inside, you'll be greeted by tall ceilings and a bonus room that could easily be converted into a 3rd bedroom. The open floor plan offers a beautiful kitchen with granite countertops and wide planked hardwood floors. And, from the living room, enjoy views of your private, wooded back yard. The lower level offers another family room, wet bar or kitchenette, bedroom, bathroom and extra storage space.",Multi Family
KY,FOR_SALE,9.0,6.0,660000,2022,10454.0,0.74,"Investors take note! This triplex is a rare opportunity to own! Each two-story house features 3 bedrooms, 2 full baths and 1,600 sq. ft. of living space! This well-maintained triplex was built in 2022 in the desirable Ash Park neighborhood. This triplex is made up of 3006, 3008 and 3010 Bodie Ct.",Multi Family
KY,FOR_SALE,2.0,2.0,1250000,2024,23086.0,0.62,"Brand new 8 Plex!! All units are 2 bedroom, 2 full bath! Custom kitchen cabinets, granite counter tops, and kitchen appliances including refrigerator! LVP flooring throughout! Call today for more information! Great income potential!!",Multi Family
KY,FOR_SALE,3.0,3.0,259900,2024,,0.65,"The Clydesdale is a 3 bedroom, 2 and a half bathroom townhome style duplex. This brick home has a 1 car garage. This home has 1,766 square feet of finished living space and an additional option for 756 square feet basement. The main floor is open and airy with plenty of space to entertain. Upstairs are all 3 bedrooms and 2 full baths. The basement is unfinished and can be used for storage or finished out for even more living space.
Main Features
Brick
3 Bedrooms
2.5 Bathrooms or 3.5 w/ Finished Basement
1 Car Garage
Granite Counter Tops
Stainless Steel Appliances
Hard Surface Flooring in Main Living Areas
Carpet in Bedrooms
Deck or Patio",Multi Family
